,ID,tags,text
24,NCT02469662,61:70:chronic_disease,Patient has a currently active or history of repeated local infection at the surgical site
25,NCT02446236,49:58:chronic_disease,Patients may be eligible upon resolution of the infection
26,NCT02417701,84:93:chronic_disease,"Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection"
27,NCT02370693,22:31:chronic_disease,No evidence of acute infection
28,NCT02346526,5:14:chronic_disease,Any infection ? National Cancer Institute Common Terminology Criteria for Adverse Events (NCI-CTCAE) version 4.03 Grade 2
29,NCT02332863,9:18:chronic_disease,Current infection
30,NCT02323581,27:36:chronic_disease,Serious systemic or groin infection
31,NCT02307565,30:39:chronic_disease,Currently have an illness or infection
32,NCT02271711,23:32:chronic_disease,Evidence of untreated infection
33,NCT02135588,27:36:chronic_disease,Active clinically serious infection > CTCAE (version 4.03) Grade 2
34,NCT02108860,20:29:chronic_disease,Evidence of active infection (includes chronic infection)
35,NCT02101736,35:44:chronic_disease,Patients who have an uncontrolled infection
36,NCT02075671,13:22:chronic_disease,Scarring or infection in the area being treated
37,NCT02072148,44:53:chronic_disease,Active clinically significant uncontrolled infection
38,NCT02050347,21:30:chronic_disease,Severe intercurrent infection
39,NCT01940757,"21:30:chronic_disease,",History of previous infection with hookworm or residence for more than 6 months in a hookworm-endemic area
40,NCT01873131,13:22:chronic_disease,Scarring or infection of the area to be treated
41,NCT01614197,",,,77:86:chronic_disease",Fever above 38.2 within 48 hours of study enrollment with clinical signs of infection
42,NCT01554371,40:49:chronic_disease,Severe/uncontrolled concurrent illness/infection
43,NCT01505062,"25:34:chronic_disease,",Intercurrent illness or infection 28 days prior to SAR421869 administration
44,NCT01313533,34:43:chronic_disease,Subject has clinical evidence of infection that the Investigator deems significant to the completion of the procedure or that could compromise the subject's safety
45,NCT01189786,26:35:chronic_disease,"Severe life, threatening infection"
46,NCT01059786,30:39:chronic_disease,Presence of active untreated infection
47,NCT00967785,43:52:chronic_disease,Absence of a documented history of severe infection
48,NCT00906984,21:30:chronic_disease,Active uncontrolled infection
49,NCT00720785,19:28:chronic_disease,Ongoing or active infection
50,NCT00670358,19:28:chronic_disease,Ongoing or active infection
51,NCT02543866,"32:42:allergy_name,47:66:allergy_name",Allergy or hypersensitivity to omeprazole and polyethylene glycol
52,NCT02193191,"45:64:chronic_disease,111:135:treatment","Patients must have confirmed and measurable Sickle Cell Disease, defined by SS or S? thalassemia confirmed by hemoglobin fractionation"
53,NCT02675959,56:75:chronic_disease,Patients must demonstrate one or more of the following Sickle Cell Disease Complications (or patients in Cohort 2 can meet other high risk criteria instead)
54,NCT02562040,1:20:chronic_disease,Sickle Cell Disease
55,NCT01461837,",56:75:chronic_disease",Patients must demonstrate one or more of the following Sickle Cell Disease Complications
56,NCT02574728,"31:62:treatment,66:76:treatment",Currently receiving receiving potent CYP3A4 (enzyme) inducers or inhibitors
57,NCT02374333,"19:36:treatment,165:180:treatment","Concurrent use of systemic steroids at the time of cell infusion or cell collection, or a condition, in the treating physician's opinion, that is likely to require steroid therapy during collection or after infusion"
58,NCT02264236,27:44:treatment,Subjects who have been on systemic steroids will require a 6-week washout period
59,NCT01994382,"16:33:treatment,,",Current use of systemic steroids >20 mg QD prednisone (or equivalent)
60,NCT01474889,70:87:treatment,Receiving treatment for a medical condition requiring chronic use of systemic steroids
61,NCT02429830,"1:5:chronic_disease,30:41:treatment,","GERD symptoms, in absence of PPI therapy (minimum 7 days)"
62,NCT02561988,"14:21:chronic_disease,50:73:treatment",History of a seizure disorder or requirement for anti-seizure medication
63,NCT03176784,12:19:chronic_disease,history of seizure within the last year
64,NCT03093272,32:39:chronic_disease,Medications known to lower the seizure threshold must be discontinued
65,NCT02769000,12:19:chronic_disease,History of seizure activity
66,NCT02480114,12:19:chronic_disease,History of seizure disorder
67,NCT02452008,21:28:chronic_disease,Have a history of a seizure
68,NCT02366754,"23:30:chronic_disease,",Have had a documented seizure within 3 months of study screening
69,NCT02316574,44:51:chronic_disease,"History of severe alcohol withdrawal (e.g. seizure, delirium tremens, multiple detoxifications or ER visits for alcohol withdrawal)"
70,NCT02254863,",108:115:chronic_disease","Three or more of the early clinical markers: problems sleeping, increased activity, behavior difficulties, seizure-like activity, chewing behavior, inappropriate bladder training, inappropriate bowel training"
71,NCT01964261,12:19:chronic_disease,History of seizure
72,NCT01961557,16:23:chronic_disease,A history of a seizure in the past year
73,NCT01915095,81:88:chronic_disease,"Receiving drugs acting primarily on the central nervous system, which lower the seizure threshold (see appendix 2)"
74,NCT01882153,",41:48:chronic_disease","medically unstable (e.g., more than one seizure a month)"
75,NCT01434316,"21:28:chronic_disease,",Patients with prior seizure history who have experienced a seizure within the three months prior to enrollment
76,NCT00739362,42:49:chronic_disease,Personal or first-degree relative with a seizure history
77,NCT02515110,"27:47:treatment,51:62:treatment",History of ipsilateral or contralateral breast or thoracic RT for any condition
78,NCT01953588,"30:50:cancer,",Mammogram for the unaffected contralateral breast is required within 12 months prior to registration
79,NCT02478255,"30:41:treatment,",Patient scheduled to undergo thoracic RT at Duke University to a dose of at least 20 Gy
80,NCT02323880,"1:33:treatment,,61:90:treatment",Biologic (anti-neoplastic agent): At least 7 days after the last dose of a biologic agent
81,NCT01994538,"1:10:treatment,29:58:treatment","Treatment initiated with an empiric antimicrobial regimen that is underdosed, based on current guidelines and reviews"
82,NCT02574910,1:10:treatment,Treatment with growth hormone at enrollment or during the course of the study
83,NCT02477839,",105:114:treatment","device settings must be kept stable for >=2 weeks prior to Visit 1 and kept stable during the Baseline, Treatment, and Transition Periods"
84,NCT02453373,"1:10:treatment,",Treatment must be initiated within 8 hours from known time of symptom onset
85,NCT02414139,11:20:treatment,Cohort 5: Treatment-naïve patients with cMET dysregulation
86,NCT02346526,1:10:treatment,Treatment should be completed for spinal cord compression
87,NCT02336217,1:10:treatment,Treatment by Marshall Internal Medicine Department
88,NCT02130687,"1:10:treatment,",Treatment with any investigational drug in the 1 month preceding the study
89,NCT01584076,"1:10:treatment,",Treatment with topical atropine within the past 4 weeks
90,NCT00147056,",70:79:treatment,,",Size of the targeted portion of the tumor (i.e. prescribed Region Of Treatment) is less than 2.5 cm in diameter or 8 cm3 in volume
91,NCT03058146,"14:20:cancer,,53:77:cancer",treatment of cancer in the past 2 years (other than non-melanoma skin cancer)
92,NCT02945969,"12:18:cancer,30:54:cancer,",History of cancer other than non-melanoma skin cancer within two years prior to enrollment based on patient self-report
93,NCT02695433,"13:19:cancer,31:55:cancer,",Have or had cancer other than non-melanoma skin cancer in past 5 years
94,NCT02359864,"30:36:cancer,44:68:cancer",The patient has a history of cancer except non-melanoma skin cancer
95,NCT01365169,"16:22:cancer,35:59:cancer","History of any cancer, other than non-melanoma skin cancer (Arm 4)"
96,NCT03187951,11:17:cancer,Recurrent cancer following prior resection
97,NCT03181750,109:115:cancer,Meeting medium to high risk for death at 1 year using the CARING criteria (although excluding patients with cancer diagnosis)
98,NCT03174379,8:14:cancer,active cancer
99,NCT03146663,"48:54:cancer,",Patients who have a history of another type of cancer diagnosed within the past 5 years
100,NCT03135171,",,,89:95:cancer",Eastern Cooperative Oncology Group Performance Status of 0 or 1 (An attempt to quantify cancer patients' general well-being and activities of daily life
101,NCT03108820,35:41:cancer,have a self-reported diagnosis of cancer with short life expectancy
102,NCT03087903,"20:26:cancer,",History of another cancer is exclusionary unless it is believed to be likely cured or is unlikely to be fatal in the next 3 years
103,NCT03070535,27:33:cancer,"Remote history of treated cancer is ok, as long as current cognition and digestion are not affected"
104,NCT03059888,26:32:cancer,Subject has a history of cancer in the last 5 years
105,NCT03058029,"12:18:cancer,",History of cancer within the past five(5) years
106,NCT03043742,"13:19:cancer,","Untreatable cancer, current or within preceding 5 years"
107,NCT03042689,",,,,137:143:cancer",Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) ? 2.5 x ULN (? 5 x ULN for subjects with liver involvement of their cancer)
108,NCT03042689,",,,104:110:cancer",Alkaline phosphatase limit ? 2.5 x ULN (? 5 x ULN for subjects with liver or bone involvement of their cancer)
109,NCT03042689,"22:28:cancer,",Subjects surviving a cancer that was curatively treated and without evidence of disease for more than 3 years before registration are allowed
110,NCT03040726,14:20:cancer,Diagnosis of cancer
111,NCT03037385,11:17:cancer,Patient's cancer has a known primary driver alteration other than RET
112,NCT03035773,11:17:cancer,"Had their cancer care primarily managed by either JHMI or PRMC, with JHMI or PRMC primarily responsible for the patients' survivorship care"
113,NCT03030859,16:22:cancer,No evidence of cancer (NED)
114,NCT03030859,18:24:cancer,any other active cancer
115,NCT03029442,22:28:cancer,Current diagnosis of cancer or history of cancer
116,NCT03006913,32:38:cancer,don't have a family history of cancer
117,NCT02986152,26:32:cancer,Have been diagnosed with cancer or are/were a caregiver to someone with cancer
118,NCT02963831,33:39:cancer,Previously treated for advanced cancer with no additional therapy options available known to prolong survival
119,NCT02939755,58:64:cancer,a spouse or cohabitating intimate partner of an advanced cancer patient being evaluated at the UPMC's LCC
120,NCT02937272,67:73:cancer,The participant must have histological or cytological evidence of cancer
121,NCT02932748,30:36:cancer,"Serious medical risk such as cancer, recent cardiac event"
122,NCT02916472,26:32:cancer,histologically confirmed cancer
123,NCT02914171,16:22:cancer,history of any cancer
124,NCT02911831,57:63:cancer,Patients currently undergoing treatment for any type of cancer
125,NCT02911792,12:18:cancer,History of cancer
126,NCT02881242,",50:56:cancer",Hospitalization within 30 days of enrollment for cancer related events
127,NCT02869789,110:116:cancer,Physically able to carry out light housework or office work through to being fully active as you were before cancer
128,NCT02865135,"7:13:cancer,",Other cancer in the past 5 years
129,NCT02836574,"12:18:cancer,",history of cancer within the past 3 years
130,NCT02826577,20:26:cancer,Medical history of cancer
131,NCT02802787,",22:28:cancer",Women diagnosed with cancer
132,NCT02793921,20:26:cancer,Prior diagnoses of cancer
133,NCT02791646,",52:58:cancer",current or past (<6 months) engagement in PCST for cancer
134,NCT02786251,"9:15:cancer,",Current cancer or cancer that has been in remission for < 5 years
135,NCT02753283,",106:112:cancer",We will suggest that participants stop long-term calcitonin as it has been discontinued in Europe due to cancer concerns
136,NCT02746458,22:28:cancer,Current diagnosis of cancer
137,NCT02724930,14:20:cancer,Diagnosis of cancer
138,NCT02663622,",,,40:46:cancer,",Karnofsky >70% (an attempt to quantify cancer patients' general well-being and activities of daily life. The score ranges from 0 to 100 where 100 is perfect health and 0 is death.)
139,NCT02657993,6:12:cancer,Past cancer
140,NCT02656550,"28:34:cancer,",Subject who has history of cancer in last five years
141,NCT02639065,"7:13:cancer,",other cancer for which the subject has been disease-free for at least 3 years
142,NCT02607033,8:14:cancer,Active cancer
143,NCT02584647,78:84:cancer,Disease site/type with pathologic confirmation of diagnosis at participating cancer site
144,NCT02584244,17:23:cancer,Subjects at any cancer stage will be enrolled
145,NCT02580981,23:29:cancer,Not willing to obtain cancer care at the University of New Mexico
146,NCT02578641,24:30:cancer,Previous or concurrent cancer that is distinct in primary site or histology from the cancer being evaluated in this study
147,NCT02578641,"5:11:cancer,",any cancer curatively treated >3 years prior to study entry
148,NCT02576444,13:19:cancer,Progressive cancer at the time of study entry
149,NCT02568267,27:33:cancer,History of other previous cancer that would interfere with the determination of safety or efficacy
150,NCT02563574,30:36:cancer,Unstable medical conditions (cancer)
151,NCT02535832,8:14:cancer,Active cancer
152,NCT02505165,32:38:cancer,The child is being treated for cancer and returning to the medical center (CCHMC or OUHSC)
153,NCT02502006,"12:18:cancer,",History of cancer within the last 5 years
154,NCT02494869,64:70:cancer,Clinical breast exam interpreted as benign (not suspicious for cancer) at MSK
155,NCT02494869,10:16:cancer,Invasive cancer diagnosis
156,NCT02474368,37:43:cancer,Participants must have a pathologic cancer diagnosis
157,NCT02467478,"12:18:cancer,",History of cancer within the past 5 years
158,NCT02465541,26:32:cancer,Prior diagnosis of other cancer
159,NCT02460835,",,122:128:cancer,,",Zubrod performance status of less than or equal to 2 (Zubrod performance status is a measure that attempts to quantify a cancer patients' general well-being. Scores run from 0 to 5 where 0 denotes normal activity and 5 denotes death)
160,NCT02459769,62:68:cancer,"For caregivers, be currently undergoing active treatment for cancer"
161,NCT02459769,25:31:cancer,Have had a diagnosis of cancer
162,NCT02459769,1:7:cancer,cancer survivors
163,NCT02459119,"22:28:cancer,",Subjects surviving a cancer that was curatively treated and without evidence of disease for more than 3 years before randomization
164,NCT02436070,9:15:cancer,Current cancer diagnosis
165,NCT02413047,"5:11:cancer,",Any cancer within the past 5 years
166,NCT02408406,28:34:cancer,Malignant diagnosis in any cancer type at any stage
167,NCT02406885,"12:18:cancer,",History of cancer (within the last year)
168,NCT02406599,49:55:cancer,Multi-centric disease (histologically diagnosed cancer in two different quadrants of the breast)
169,NCT02389465,22:28:cancer,Current diagnosis of cancer
170,NCT02367196,"16:22:cancer,,","Prior systemic cancer-directed treatments or investigational modalities ? 5 half lives or 4 weeks prior to starting CC-90002, whichever is shorter"
171,NCT02366611,49:55:cancer,Patients are actively being treated for another cancer at the time of enrollment
172,NCT02360579,16:22:cancer,Patients whose cancer requires immediate attention or who would otherwise suffer a disadvantage by participating in this trial
173,NCT02356861,48:54:cancer,Presence of a life-threatening disease such as cancer
174,NCT02347995,8:14:cancer,active cancer
175,NCT02339948,"20:26:cancer,,","2002 AJCC clinical cancer stage as determined by either urologist or radiation oncologist must be T1c - T2b, N0, M0"
176,NCT02332928,45:51:cancer,Fatigue brought on by conditions other than cancer
177,NCT02312245,97:103:cancer,Willing to agree to periodic contact with a member of the study team during the period that the cancer has not recurred and/or has not become platinum resistant
178,NCT02258438,1:7:cancer,cancer
179,NCT02219711,14:20:cancer,Other active cancer
180,NCT02217345,12:18:cancer,History of cancer
181,NCT02178709,"5:11:cancer,",Any cancer curatively treated >3 years prior to entry with no clinical evidence of recurrence
182,NCT02169830,15:21:cancer,Patients with cancer
183,NCT02161380,"34:40:cancer,",Patients with a prior history of cancer will need documentation from their cancer specialist that the cancer was cured at least 5 years before study entry
184,NCT02139436,1:7:cancer,cancer
185,NCT02138214,33:39:cancer,Failure to confirm diagnosis of cancer in participant
186,NCT02129348,38:44:cancer,past history of successfully treated cancer
187,NCT02081404,13:19:cancer,Presence of cancer or mass lesion in the esophagus or stomach
188,NCT02081404,"21:27:cancer,,",recent diagnosis of cancer with a life-expectancy < 5 years
189,NCT02048722,",,,98:104:cancer",Alkaline phosphatase limit =< 2.5 x ULN (=< 5 x ULN for subjects with liver involvement of their cancer)
190,NCT02013492,32:38:cancer,the first 10 patients may have cancer of any histology
191,NCT01983475,22:28:cancer,Current diagnosis of cancer
192,NCT01983475,12:18:cancer,history of cancer
193,NCT01918644,"14:20:cancer,",any invasive cancer in the last 5 years
194,NCT01851369,"11:17:cancer,",Any other cancer from which the patient has been disease-free for three years
195,NCT01836354,"25:31:cancer,","Patients with end stage cancer, or other medical conditions resulting in mortality less than 1 year"
196,NCT01804465,11:17:cancer,Any other cancer from which the patient has been disease-free for 5 years
197,NCT01684904,"4:10:cancer,",he cancer may involve the stomach up to 5 cm
198,NCT01684397,"33:39:cancer,",Subjects diagnosed with another cancer in the past 3 years
199,NCT01365169,110:116:cancer,"During clinician's pre-surgical evaluation, presents with high risk for non-therapeutic resection related to cancer diagnosis (PCS study)"
200,NCT01306019,83:89:cancer,previously diagnosed known genotype of the subject conferring a predisposition to cancer (no DNA or other testing for cancer predisposition genes will be performed as part of the screen for this protocol)
201,NCT01239095,15:21:cancer,Patients with cancer judged to be stage 4 are not eligible
202,NCT01238120,29:35:cancer,Have a primary diagnosis of cancer
203,NCT00906984,5:11:cancer,The cancer must be unresectable
204,NCT00819208,143:149:cancer,"Able (i.e., sufficiently fluent) and willing to effectively communicate with the physical activity consultant affiliated with the originating cancer center"
205,NCT00579514,70:76:cancer,Patients of Ashkenazi Jewish ancestry with a histologic diagnosis of cancer of any type
206,NCT02807272,1:25:cancer,non-melanoma skin cancer
207,NCT02579096,1:25:cancer,non-melanoma skin cancer
208,NCT02501954,1:25:cancer,non-melanoma skin cancer
209,NCT02493530,1:25:cancer,non-melanoma skin cancer
210,NCT02273375,20:44:cancer,adequately treated non-melanoma skin cancer
211,NCT02268253,1:25:cancer,non-melanoma skin cancer
212,NCT02257424,48:72:cancer,Subjects with a history of completely resected non-melanoma skin cancer
213,NCT02237183,1:25:cancer,non-melanoma skin cancer
214,NCT02176161,20:44:cancer,adequately treated non-melanoma skin cancer
215,NCT02152995,48:72:cancer,patients with a history of completely resected non-melanoma skin cancer
216,NCT01676259,20:44:cancer,adequately treated non-melanoma skin cancer
217,NCT02515110,"27:29:chronic_disease,33:43:chronic_disease",Clinical nodal staging of N2 or N3 disease
218,NCT02582957,"44:62:treatment,77:81:chronic_disease",Treating physicians being unwilling to use low VT ventilation strategy when ARDS is diagnosed as low VT ventilation is now considered standard of care for patients with ARDS
219,NCT02334865,"14:30:treatment,34:65:treatment",Patients had prior autologous or allogeneic stem cell transplant
220,NCT02939183,24:55:treatment,Previously received an allogeneic stem cell transplant
221,NCT02845596,7:38:treatment,Prior allogeneic stem cell transplant
222,NCT02670044,16:47:treatment,Ineligible for allogeneic stem cell transplant
223,NCT02576444,33:64:treatment,Patients must not have received allogeneic stem cell transplant
224,NCT02367196,"7:38:treatment,",Prior allogeneic stem cell transplant with either standard or reduced intensity conditioning ? 6 months prior to starting CC-90002
225,NCT02309580,"29:60:treatment,",Patients who have undergone allogeneic stem cell transplant > 12 months
226,NCT02035137,18:49:treatment,They have had an allogeneic stem cell transplant (received stem cell from someone else)
227,NCT01966367,92:123:treatment,Requirement for CD34+ stem cell selection for a second infusion of stem cells following an allogeneic stem cell transplant from a related or unrelated adult donor
228,NCT01877382,"8:29:treatment,,58:78:treatment",Had an autologous transplant within 3 months of starting study drug treatment
229,NCT01660607,15:36:treatment,Candidate for autologous transplant
230,NCT02923921,",80:110:chronic_disease,112:135:chronic_disease","Clinically significant bleeding within two weeks prior to randomization (e.g., gastrointestinal (GI) bleeding, intracranial hemorrhage)"
231,NCT03042767,9:39:chronic_disease,Current gastrointestinal (GI) bleeding
232,NCT03063892,12:35:chronic_disease,History of intracranial hemorrhage
233,NCT02342444,13:36:chronic_disease,Presence of intracranial hemorrhage
234,NCT02169739,10:33:chronic_disease,Previous intracranial hemorrhage
235,NCT02092324,1:24:chronic_disease,intracranial hemorrhage
236,NCT02053909,12:35:chronic_disease,History of intracranial hemorrhage
237,NCT01967823,15:38:chronic_disease,No history of intracranial hemorrhage
238,NCT02512926,"31:41:cancer,45:59:cancer",Patients may not have primary CNS tumors or CNS metastases
239,NCT02304458,"15:25:cancer,35:49:cancer",Patients with CNS tumors or known CNS metastases
240,NCT03178552,24:38:cancer,"Symptomatic, untreated CNS metastases"
241,NCT03069469,14:28:cancer,Known active CNS metastases
242,NCT02310464,57:71:cancer,"Subjects with known or clinically manifest, symptomatic CNS metastases in Dose Escalation Phase"
243,NCT02304458,28:42:cancer,patients with a history of CNS metastases that have been previously treated may enroll if sequential imaging shows not evidence for active disease
244,NCT02057133,11:25:cancer,Untreated CNS metastases
245,NCT01976585,7:21:cancer,Known CNS metastases
246,NCT01968109,14:28:cancer,Uncontrolled CNS metastases
247,NCT01697371,1:15:cancer,CNS metastases
248,NCT01453088,14:28:cancer,Uncontrolled CNS metastases
249,NCT01366612,14:28:cancer,Uncontrolled CNS metastases
250,NCT00412594,13:27:cancer,Presence of CNS metastases
251,NCT02013154,",23:29:cancer,115:127:cancer",Must have one or more tumors measurable on radiographic imaging as defined by the Response Evaluation Criteria in Solid Tumors (RECIST). Patients with evaluable but not measurable disease per RECIST criteria may be enrolled with the approval of the medical monitor
252,NCT03109041,34:40:cancer,Recurrent or previously resected tumors
253,NCT02519322,12:18:cancer,"resectable tumors are defined as having no significant vascular, neural or bony involvement"
254,NCT02490631,15:21:cancer,Patients with tumors
255,NCT02451423,30:36:cancer,Presence of PD-L1 antigen on tumors is NOT required for study entry
256,NCT02451215,",,59:65:cancer",Tumor volume less than 10 cm3 is mandatory for high grade tumors
257,NCT02442297,"20:26:cancer,,,,",HER2 expression in tumors on IHC should be greater than or equal to grade 1 and greater than or equal to 1+ intensity score
258,NCT02373644,1:7:cancer,tumors
259,NCT02324608,"131:137:cancer,","Patients must have untreated or relapsed SCCS that is considered to be aggressive and locally advanced by the following criteria: tumors 2 cm or more, tumors invading deep tissues such as muscle, cartilage or bone; tumors showing perineural invasion, and/or tumors metastatic to loco-regional lymph nodes; patients may have had prior surgical interventions or been treated with investigational agents with residual or recurrent disease"
260,NCT02312245,23:29:cancer,Prior consent to have tumors used for unspecified future research
261,NCT02271711,40:46:cancer,patient must have presented with these tumors in the posterior fossa (PF) or relapsed in the PF
262,NCT02213497,23:29:cancer,Patients with primary tumors located at or above the carina
263,NCT02176967,30:36:cancer,Patients with MYCN amplified tumors
264,NCT02124902,19:25:cancer,Patients with PR+ tumors are allowed
265,NCT02124772,25:31:cancer,Measurable or evaluable tumors
266,NCT02085941,19:25:cancer,"Participants with tumors involving the optic chiasm, brain, or spinal cord"
267,NCT02085941,1:7:cancer,"tumors that encase any major blood vessel (carotid, jugular, vertebral)"
268,NCT02079181,18:24:cancer,"Have one or more tumors visualized by conventional PET-CT, CT or magnetic resonance imaging (MRI) prior to the PET FMAU study"
269,NCT01734512,35:41:cancer,Patients with primary spinal cord tumors
270,NCT01591356,49:55:cancer,this may be one of the lesions mentioned above; tumors within a previously irradiated field will be designated as 'non-target' lesions
271,NCT01351103,15:21:cancer,patients with tumors of any histological origin with documented genetic alterations upstream in the Wnt signaling pathway (e.g. RNF43 or RSPO fusion) are eligible with prior agreement with Novartis
272,NCT01351103,1:7:cancer,tumors of any histological origin with documented genetic alterations upstream in the Wnt signaling pathway are eligible with prior agreement with Novartis
273,NCT01037790,5:11:cancer,All tumors must test positive for Rb expression
274,NCT03123783,"29:40:chronic_disease,55:70:treatment",History of (non-infectious) pneumonitis that required corticosteroids or current pneumonitis
275,NCT02530463,12:23:chronic_disease,History of pneumonitis
276,NCT02112565,42:53:chronic_disease,Patients with a history of noninfectious pneumonitis will be excluded during the dose-escalation phase of the trial
277,NCT02441140,"4:22:chronic_disease,36:64:cancer",No measurable disease or suspected Stage I or II ovarian cancer on preoperative imaging
278,NCT03153410,20:38:chronic_disease,Patients must have measurable disease
279,NCT02562716,20:38:chronic_disease,Patients must have measurable disease in the pancreas
280,NCT02542657,20:38:chronic_disease,Patients must have measurable disease according to International Myeloma Working Group (IMWG) criteria
281,NCT02487095,20:38:chronic_disease,"Patients must have measurable disease, per RECIST 1.1. Subjects with evaluable, but not measurable disease will be eligible for Phase 1"
282,NCT02452268,14:32:chronic_disease,"Evaluable or measurable disease, defined as by Response Evaluation Criteria in Solid Tumors (RECIST)"
283,NCT02452008,6:24:chronic_disease,Have measurable disease
284,NCT02437370,6:24:chronic_disease,Have measurable disease based on Response Evaluation Criteria in Solid Tumors (RECIST) 1.1
285,NCT02419495,11:29:chronic_disease,must have measurable disease (Response Evaluation Criteria in Solid Tumors [RECIST] 1.1)
286,NCT02401347,5:23:chronic_disease,Non-measurable disease only
287,NCT02383927,13:31:chronic_disease,Subject has measurable disease according to RECIST v1.1
288,NCT02343042,20:38:chronic_disease,Patients must have measurable disease
289,NCT02128906,20:38:chronic_disease,Patients must have measurable disease according to RECIST 1.1
290,NCT01876511,6:24:chronic_disease,Have measurable disease
291,NCT00914823,"18:29:treatment,34:61:treatment",seasonal allergy medications and hormone replacement therapy
292,NCT03179163,",42:69:treatment",Women are post-menopausal and not taking hormone replacement therapy
293,NCT02582905,",25:52:treatment",Oral contraceptives and hormone replacement therapy
294,NCT02467478,",34:61:treatment",post-menopausal women who are on hormone replacement therapy
295,NCT02322203,",,51:78:treatment,",Female subjects taking hormonal contraceptives or hormone replacement therapy may be included in this study only if they have been on a stable dose for at least 3 months
296,NCT02172651,",10:37:treatment,,",women on hormone replacement therapy with documented serum follicle stimulating hormone level >35 mIU/mL)
297,NCT01883258,",29:56:treatment",postmenopausal women taking hormone replacement therapy
298,NCT01591356,17:44:treatment,continuation of hormone replacement therapy is permitted
299,NCT01538966,116:143:treatment,"The patient has had appropriate dynamic testing of the pituitary axis and, if applicable, is receiving appropriate hormone replacement therapy"
300,NCT02982226,18:29:treatment,has receive such medications during the screening period
301,NCT02819440,"8:19:treatment,",Use of medications that strongly alter CYP3A4 activity
302,NCT02549937,15:26:treatment,Currently use medications known to cause QT prolongation or Torsades de Pointes
303,NCT02547818,18:29:treatment,Currently taking medications that could lead to difficulty complying with the protocol
304,NCT02547818,"24:35:treatment,",Stability of permitted medications for 4 weeks prior to study start
305,NCT02543944,54:65:allergy_name,report having had a severe adverse reaction to study medications
306,NCT02536794,"31:42:treatment,",patients must be off any such medications by the time of registration for at least 2 weeks
307,NCT02535169,"8:19:treatment,,,",use of medications that adversely affect glucose metabolism (such as glucocorticoid-containing medications or atypical antipsychotics)
308,NCT02519322,36:47:treatment,Any of the following procedures or medications
309,NCT02514070,25:36:treatment,Subjects initiating new medications or patients on multiple medications may also be excluded according to investigator discretion
310,NCT02508311,74:85:treatment,Use or are suspected of using over-the counter supplements or prescribed medications with anabolic characteristics (promotes improvements to muscle mass and strength)
311,NCT02498301,",94:105:treatment",Subject is currently taking or plans to take during deployment at least one of the following medications
312,NCT02495168,32:43:treatment,"Able to continue the following medications without a significant adjustment of dosage, formulation, dosing interval for the duration of the study"
313,NCT02487082,158:169:treatment,Drugs that induce or inhibit cytochrome P450 2D6 and cytochrome P450 3A4 (enzymes important for drug metabolism) will be allowed because any effects of such medications are likely to be lost in individual variability due to genetic polymorphisms
314,NCT02484300,12:23:treatment,Use of any medications that may affect sleep or breathing
