,ID,tags,text
35,NCT01553071,49:62:treatment,Patients must have recovered from toxicities of prior therapy
36,NCT01430390,67:80:treatment,"Subjects must have recovered from the acute side effects of their prior therapy, such that eligibility criteria are met"
37,NCT01371630,9:22:treatment,minimal prior therapy
38,NCT01037790,"74:87:treatment,","The subject has not recovered from clinically-meaningful toxicity due to prior therapy (i.e., back to baseline or Grade ? 1)"
39,NCT00412594,79:92:treatment,Patients with relapsed disease are eligible if they have had no more than one prior therapy
40,NCT00004317,",25:38:treatment",No more than 1 month of prior therapy
41,NCT02542202,"18:21:chronic_disease,69:128:treatment,,,","patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration"
42,NCT02346253,"1:4:chronic_disease,61:120:treatment,,,","HIV-positive patients are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter no more than 30 days prior to registration"
43,NCT03175159,1:4:chronic_disease,HIV-uninfected
44,NCT03175159,26:29:chronic_disease,Involvement in any other HIV Prevention study that may interfere with the ability to test major study outcomes
45,NCT03167606,1:4:chronic_disease,HIV+
46,NCT03167606,13:16:chronic_disease,Self-report HIV-negative or unknown status
47,NCT03157167,16:19:chronic_disease,The subject is HIV positive
48,NCT03135886,17:20:chronic_disease,are offered any HIV and/or HCV tests
49,NCT03132415,1:4:chronic_disease,HIV-positive
50,NCT03132415,16:19:chronic_disease,Self-report as HIV-negative or sero-status unaware
51,NCT03109431,23:26:chronic_disease,Acutely infected with HIV
52,NCT03109431,1:4:chronic_disease,HIV-negative (high-risk HIV-negative youth will be invited to participate in another study)
53,NCT03109431,1:4:chronic_disease,HIV-positive serostatus
54,NCT03088709,14:17:chronic_disease,Positive for HIV
55,NCT03086057,1:4:chronic_disease,HIV Positive at baseline
56,NCT03081559,38:41:chronic_disease,"Evidence of suboptimal engagement in HIV care, as indicated by one or more"
57,NCT03081559,1:4:chronic_disease,HIV+ confirmed via antibody testing
58,NCT03081559,"14:17:chronic_disease,",Reporting no HIV primary care appointments in the prior 6 months
59,NCT03078153,1:4:chronic_disease,HIV negative
60,NCT03078153,1:4:chronic_disease,HIV positive
61,NCT03078153,27:30:chronic_disease,Not enrolled in any other HIV prevention trial
62,NCT03060772,1:4:chronic_disease,HIV-positive
63,NCT03059355,23:26:chronic_disease,Be serum positive for HIV
64,NCT03056339,29:32:chronic_disease,Known positive serology for HIV
65,NCT03004170,"96:99:chronic_disease,",Report engaging in one or more occasions of condomless anal and/or vaginal intercourse with an HIV-negative or unknown HIV serostatus sex partner in the 3 months prior to study enrollment
66,NCT02979366,12:15:chronic_disease,arriers of HIV antibodies
67,NCT02953509,1:4:chronic_disease,HIV
68,NCT02944578,"1:4:chronic_disease,",HIV negative women
69,NCT02944578,"1:4:chronic_disease,",HIV positive women
70,NCT02929069,"1:4:chronic_disease,,","HIV sexual risk (?1 act of condomless anal with a male partner of unknown status or HIV+ status, unless with HIV+ partner with known undetectable viral load)"
71,NCT02929069,1:4:chronic_disease,HIV-negative status
72,NCT02929069,1:4:chronic_disease,HIV-positive status
73,NCT02915744,1:4:chronic_disease,HIV
74,NCT02907944,"27:30:chronic_disease,",Employed at participating HIV clinic for at least 6 months
75,NCT02907944,1:4:chronic_disease,HIV-infected
76,NCT02907944,11:14:chronic_disease,Receiving HIV care in the index clinic
77,NCT02895945,"1:4:chronic_disease,,",HIV+ with stable disease and CD4+ count ? 200 cells/mm^3 at screening
78,NCT02848417,1:4:chronic_disease,HIV
79,NCT02835729,7:10:chronic_disease,Known HIV-infected patients
80,NCT02833805,1:4:chronic_disease,HIV seropositivity
81,NCT02820350,1:4:chronic_disease,HIV
82,NCT02801747,"27:30:chronic_disease,,,","Sub-optimal engagement in HIV care (assessed from the medical record, defined as less than 1 visit in every 4-mo. period in the past year [two of them at least 90 days apart], pro-rated for those diagnosed less than a year ago) or > 2 missed visits (without prior cancellation) in the past year"
83,NCT02797262,1:4:chronic_disease,HIV-infected individuals in HIV care
84,NCT02796027,23:26:chronic_disease,positive confirmatory HIV test
85,NCT02772562,51:54:chronic_disease,"immunocompromised individuals, such as those with HIV"
86,NCT02770547,1:4:chronic_disease,HIV positive
87,NCT02770326,"1:4:chronic_disease,,",HIV infection with CD4 count <240
88,NCT02766998,1:4:chronic_disease,HIV positive mothers
89,NCT02764853,1:4:chronic_disease,HIV-positive
90,NCT02759575,1:4:chronic_disease,HIV
91,NCT02734771,24:27:chronic_disease,Patient is known to be HIV positive (test result not required for enrollment)
92,NCT02660528,1:4:chronic_disease,HIV
93,NCT02641093,1:4:chronic_disease,HIV
94,NCT02635360,18:21:chronic_disease,Known history of HIV
95,NCT02629120,1:4:chronic_disease,HIV positive
96,NCT02629120,9:12:chronic_disease,Must be HIV negative
97,NCT02610374,1:4:chronic_disease,HIV-infected cohort (Cohort A)
98,NCT02610374,1:4:chronic_disease,HIV-negative cohorts (Cohort B and C)
99,NCT02600273,10:13:chronic_disease,"Unstable HIV or associated comorbidities, as determined by a licensed medical professional"
100,NCT02593123,23:26:chronic_disease,Negative serology for HIV
101,NCT02578641,1:4:chronic_disease,HIV Positive
102,NCT02578641,"11:14:chronic_disease,",Status of HIV must be confirmed via a HIV antibody test or other confirmatory tests available within 12 months before screening or at screening
103,NCT02567422,33:36:chronic_disease,patients with poorly controlled HIV
104,NCT02566395,1:4:chronic_disease,HIV positive
105,NCT02566304,1:4:chronic_disease,HIV positive
106,NCT02552953,13:16:chronic_disease,Known to be HIV-positive
107,NCT02543983,10:13:chronic_disease,Positive HIV test
108,NCT02542202,1:4:chronic_disease,HIV testing is not required for eligibility for this protocol
109,NCT02541903,7:10:chronic_disease,known HIV carrier
110,NCT02531932,20:23:chronic_disease,A known history of HIV seropositivity
111,NCT02531880,19:22:chronic_disease,Positive test for HIV
112,NCT02531295,",,37:40:chronic_disease",Pre-ART viral load <2000 copies/ml (HIV controllers)
113,NCT02529644,",143:146:chronic_disease",Minors 18 and under are intentionally excluded since the intervention study has been designed specifically for adults with information of how HIV affects the African American adult population
114,NCT02520427,24:27:chronic_disease,Known positiv test for HIV
115,NCT02515708,1:4:chronic_disease,HIV positive patient
116,NCT02508038,1:4:chronic_disease,HIV infection
117,NCT02472834,1:4:chronic_disease,HIV positive
118,NCT02457845,7:10:chronic_disease,Known HIV seropositivity
119,NCT02453113,12:15:chronic_disease,History of HIV
120,NCT02452268,1:4:chronic_disease,HIV positive patients
121,NCT02446093,13:16:chronic_disease,Known to be HIV+
122,NCT02442297,7:10:chronic_disease,Known HIV positivity
123,NCT02430077,7:10:chronic_disease,Known HIV-infected patient
124,NCT02408861,"1:4:chronic_disease,,","HIV viral load should be well suppressed, defined as below the limit of detection of the local assay or below 75 copies/mL by Food and Drug Administration (FDA)-approved assays, within 4 weeks prior to registration"
125,NCT02400463,7:10:chronic_disease,known HIV infection
126,NCT02393690,22:25:chronic_disease,"patients known to be HIV positive, but without clinical evidence of an immunocompromised state, are eligible for this trial"
127,NCT02384954,5:8:chronic_disease,Not HIV positive
128,NCT02379520,7:10:chronic_disease,Known HIV positivity
129,NCT02374333,1:4:chronic_disease,HIV infection
130,NCT02374021,1:4:chronic_disease,HIV
131,NCT02369406,",,39:42:chronic_disease,,,",57-365 days after birth if infant was HIV-negative based on testing performed within 96 hours after birth (or if unknown HIV status < 96 hours from birth) and then found to be HIV-positive based on testing performed between 96 hours and 42 days after birth
132,NCT02369406,"1:4:chronic_disease,",HIV-infection identified by testing conducted within 96 hours after birth
133,NCT02369406,"1:4:chronic_disease,",HIV-negative within 96 hours after birth
134,NCT02369406,"1:4:chronic_disease,,",HIV-positive between 96 hours and 42 days after birth
135,NCT02362997,1:4:chronic_disease,HIV-positive
136,NCT02358187,1:4:chronic_disease,HIV-positive patients
137,NCT02350764,23:26:chronic_disease,Any positive test for HIV
138,NCT02347891,30:33:chronic_disease,Have a historically positive HIV test or test positive at screening for HIV
139,NCT02344355,7:10:chronic_disease,Known HIV-positive individuals
140,NCT02340156,23:26:chronic_disease,"Positive results from HIV serology testing, if any available"
141,NCT02335138,48:51:chronic_disease,Either partner expresses unwillingness to have HIV test kits delivered to a home address
142,NCT02335138,52:55:chronic_disease,Either partner expresses unwillingness to test for HIV together with his male sexual partner
143,NCT02335138,"21:24:chronic_disease,,","Negative or unknown HIV status and not having tested in the last 6 months, with a partner meeting the same criteria OR in a sero-discordant with the negative/unknown partner reporting not having tested in the past 6 months"
144,NCT02335138,"30:33:chronic_disease,",Willingness to be tested for HIV with one's male sexual partner
145,NCT02335138,21:24:chronic_disease,Willingness to have HIV test kits delivered to a home address they provide
146,NCT02332850,7:10:chronic_disease,Known HIV seropositivity
147,NCT02329652,1:4:chronic_disease,HIV
148,NCT02321501,18:21:chronic_disease,Known history of HIV seropositivity
149,NCT02312596,1:4:chronic_disease,HIV
150,NCT02296684,18:21:chronic_disease,Known history of HIV (HIV 1/2 antibodies)
151,NCT02256631,"22:25:chronic_disease,",At increased risk of HIV acquisition defined as documentation of one or more of the following risk factors
152,NCT02256631,"47:50:chronic_disease,,",Mother with any detectable viral replication (HIV RNA above the limit of detection) at last measurement prior to delivery determined within 30 days of delivery
153,NCT02233868,17:20:chronic_disease,"Have a positive HIV test (clinical laboratory results, medical history)"
154,NCT02213913,7:10:chronic_disease,Known HIV positive status
155,NCT02204098,7:10:chronic_disease,Known HIV-positive status
156,NCT02203903,15:18:chronic_disease,Patients with HIV infection
157,NCT02203513,"1:4:chronic_disease,,,",HIV- positive patients who are not on HAART and have CD4 counts > 500 will be considered on an individual basis
158,NCT02186418,21:24:chronic_disease,Sero-positivity for HIV
159,NCT02179359,1:4:chronic_disease,HIV positive
160,NCT02164422,45:48:chronic_disease,other unstable medical conditions including HIV
161,NCT02159027,",,125:128:chronic_disease",score of < -0.5 OR a neurocognitive abnormality (< -0.5) in at least one cognitive domain known to be typically affected by HIV
162,NCT02140255,11:14:chronic_disease,Confirmed HIV infection defined as positive results from two samples collected at different time points
163,NCT02140255,"21:24:chronic_disease,",No confirmed plasma HIV RNA greater than or equal to 200 copies/mL at Step 2 Week 24 and up to but excluding Step 2 Week 48 (see the study protocol for procedural guidance related to this criterion)
164,NCT02140255,11:14:chronic_disease,No plasma HIV RNA detected at Step 2 Week 48 and thereafter
165,NCT02140255,11:14:chronic_disease,No plasma HIV RNA detected at the time of the second consecutive negative HIV DNA test (based on testing performed in the study's designated VQA-certified central laboratory)
166,NCT02140255,"11:14:chronic_disease,","No plasma HIV RNA detected by testing performed at the local CLIA-certified (US sites) or VQA-certified (non-US sites) laboratory, after criteria above have been confirmed, with specimen collection for the assay within 14 days prior to Step 3 Entry"
167,NCT02140255,8:11:chronic_disease,Plasma HIV RNA greater than or equal to LOD based on standard quantitative testing performed at the local CLIA-certified (US sites) or VQA-certified (non-US sites) laboratory after ART cessation (see the study protocol for procedural guidance related to this criterion)
168,NCT02140255,10:13:chronic_disease,Presumed HIV infection defined as greater than or equal to one positive rapid HIV antibody test obtained in the peripartum period
169,NCT02140255,"17:20:chronic_disease,,","Two consecutive HIV DNA tests with no DNA detected in at least 850,000 PBMCs assayed (performed in the study's designated central laboratory) at least 8 weeks apart"
170,NCT02140255,"26:29:chronic_disease,",Two consecutive negative HIV antibody tests by fourth generation enzyme-linked immunosorbent assay (ELISA) (performed in the study's designated central laboratory) at least 8 weeks apart
171,NCT02133196,18:21:chronic_disease,Seronegative for HIV antibody
172,NCT02128906,1:4:chronic_disease,HIV testing is not required for entry into this protocol
173,NCT02128100,1:4:chronic_disease,HIV testing is not manditory for this protocol
174,NCT02124902,7:10:chronic_disease,Known HIV-positivity
175,NCT02106988,13:16:chronic_disease,known to be HIV positive
176,NCT02105766,1:4:chronic_disease,HIV positive
177,NCT02101736,1:4:chronic_disease,"HIV testing will not be required as part of this trial, unless HIV is clinically suspected"
178,NCT02100891,1:4:chronic_disease,HIV seropositive patients
179,NCT02100891,1:4:chronic_disease,HIV-positive donors
180,NCT02081404,15:18:chronic_disease,Patients with HIV
181,NCT02078102,31:34:chronic_disease,Patients must be negative for HIV
182,NCT02075710,10:13:chronic_disease,positive HIV antibody test or hepatitis serologies
183,NCT02059239,26:29:chronic_disease,Known to be positive for HIV
184,NCT01976169,10:13:chronic_disease,Baseline HIV screening
185,NCT01962415,1:4:chronic_disease,HIV negative
186,NCT01956084,7:10:chronic_disease,Donor HIV negative
187,NCT01956084,16:19:chronic_disease,Donors who are HIV positive
188,NCT01953900,1:4:chronic_disease,HIV positivity
189,NCT01928576,1:4:chronic_disease,HIV-positive patients are excluded
190,NCT01925378,"31:34:chronic_disease,",Patients must have a negative HIV test within 14 days of starting the NFV
191,NCT01920737,7:10:chronic_disease,Known HIV positive status
192,NCT01913106,1:4:chronic_disease,HIV + patients
193,NCT01896999,1:4:chronic_disease,HIV viral loads undetectable by standard clinical HIV testing
194,NCT01807611,1:4:chronic_disease,HIV negative
195,NCT01804634,1:4:chronic_disease,HIV-positive
196,NCT01760655,1:4:chronic_disease,HIV positive
197,NCT01734512,20:23:chronic_disease,A known history of HIV seropositivity
198,NCT01730937,"1:4:chronic_disease,,",HIV positive with CD4 count < (350) cells/microliter
199,NCT01720836,7:10:chronic_disease,known HIV-positive patients
200,NCT01666080,1:4:chronic_disease,HIV positive
201,NCT01660607,1:4:chronic_disease,HIV ab
202,NCT01660607,1:4:chronic_disease,HIV positive
203,NCT01660607,18:21:chronic_disease,Seronegative for HIV 1 RNA (polymerase chair reaction (PCR)
204,NCT01631617,1:4:chronic_disease,HIV seropositiviy
205,NCT01599559,7:10:chronic_disease,Known HIV-positive serology
206,NCT01553942,7:10:chronic_disease,known HIV carrier
207,NCT01522768,7:10:chronic_disease,Known HIV carrier
208,NCT01481974,1:4:chronic_disease,HIV positive
209,NCT01473628,21:24:chronic_disease,Patients with known HIV infection
210,NCT01459107,1:4:chronic_disease,HIV (active or seropositive)
211,NCT01445821,1:4:chronic_disease,HIV positive
212,NCT01436968,1:4:chronic_disease,HIV+ patients
213,NCT01419561,5:8:chronic_disease,Any HIV status
214,NCT01419561,87:90:chronic_disease,"Any abnormality that would be scored as NCI CTC Grade 4 toxicity that is unrelated to HIV, its treatment"
215,NCT01364363,1:4:chronic_disease,HIV seronegativity
216,NCT01189786,7:10:chronic_disease,Known HIV Positivity
217,NCT01174121,18:21:chronic_disease,Seronegative for HIV antibody
218,NCT01140087,1:4:chronic_disease,HIV positive
219,NCT00967577,18:21:chronic_disease,Known history of HIV
220,NCT00959140,1:4:chronic_disease,HIV positive patients
221,NCT00896493,15:18:chronic_disease,Those who are HIV-positive
222,NCT00887146,22:25:chronic_disease,"patients known to be HIV positive, but without clinical evidence of an immunocompromised state"
223,NCT00799864,"11:14:chronic_disease,",Must have HIV-1 plasma viral load at screening greater than equal to 500 HIV-1 ribonucleic acid (RNA) copies/mL
224,NCT00788164,4:7:chronic_disease,No HIV seropositivity
225,NCT00720785,1:4:chronic_disease,HIV-positive patients
226,NCT00670358,10:13:chronic_disease,No known HIV positivity
227,NCT00472329,18:21:chronic_disease,Patients who are HIV positive
228,NCT00368355,26:29:chronic_disease,Patients with documented HIV positivity
229,NCT00001337,1:4:chronic_disease,HIV negative
230,NCT03136029,"1:7:chronic_disease,,,20:46:chronic_disease,,",Anemia (Hgb<9) and Severe Renal Insufficiency (individuals with creatinine clearance <30 by the Cockcroft-Gault formula)
231,NCT03095118,"1:7:chronic_disease,,",Anemia with Hgb < 8.5 g/dL
232,NCT02851472,"1:7:chronic_disease,,",Anemia with hematocrit (Hct) less than 28 %
233,NCT02844907,"1:7:chronic_disease,,",Anemia (hematocrit < 34%) as measured at screening visit
234,NCT02551679,1:7:chronic_disease,Anemia
235,NCT02457702,"1:7:chronic_disease,,",Anemia (hematocrit < 32%)
236,NCT02415387,1:7:chronic_disease,Anemia
237,NCT02234934,"1:7:chronic_disease,,",Anemia (hemoglobin < 8 g/dl)
238,NCT02157974,1:7:chronic_disease,Anemia
239,NCT02134392,"1:7:chronic_disease,",Anemia on complete blood count
240,NCT02101944,"1:7:chronic_disease,,,",Anemia > 2 g/dL below the lower limit of normal or a hemoglobin value < 10 g/dL
241,NCT01895777,"1:7:chronic_disease,,",Anemia (hemoglobin < 80g/L)
242,NCT01419561,"1:7:chronic_disease,,",Anemia (hemoglobin<12.0g/dL)
243,NCT01059786,"1:7:chronic_disease,,",Anemia (Hgb less than 10g/dL)
244,NCT00904046,1:7:chronic_disease,Anemia
245,NCT00862433,1:7:chronic_disease,Anemia
246,NCT02349867,"24:35:chronic_disease,43:57:chronic_disease",Correct any identified hypokalemia and/or hypomagnesemia and repeat ECG to confirm exclusion of patient due to QTc
247,NCT02236013,"13:24:chronic_disease,29:43:chronic_disease",Subject has hypokalemia and hypomagnesemia at Screening (defined as values below institutional lower limit of normal [LLN])
248,NCT02465060,23:34:chronic_disease,Patient must not have hypokalemia (value < institutional lower limit of normal)
249,NCT02465268,"7:23:chronic_disease,27:52:chronic_disease",Known active infection or immunosuppressive disease
250,NCT03149549,59:75:chronic_disease,"Serious concurrent illness, including clinically relevant active infection"
251,NCT03143153,49:65:chronic_disease,Any serious or uncontrolled medical disorder or active infection
252,NCT03060564,1:17:chronic_disease,active infection
253,NCT03035890,12:28:chronic_disease,ongoing or active infection
254,NCT03016871,72:88:chronic_disease,Patients should not have any uncontrolled illness including ongoing or active infection
255,NCT02991651,12:28:chronic_disease,ongoing or active infection
256,NCT02985554,"15:31:chronic_disease,","Patients with active infection, un-resolving more than grade 2 transplant-related toxicities"
257,NCT02950337,12:28:chronic_disease,ongoing or active infection
258,NCT02945800,12:28:chronic_disease,ongoing or active infection
259,NCT02890979,12:28:chronic_disease,ongoing or active infection
260,NCT02857218,12:28:chronic_disease,ongoing or active infection
261,NCT02843568,12:28:chronic_disease,ongoing or active infection
262,NCT02694029,12:28:chronic_disease,ongoing or active infection
263,NCT02656550,17:33:chronic_disease,Subject with an active infection
264,NCT02624804,7:23:chronic_disease,Known active infection
265,NCT02624258,14:30:chronic_disease,Uncontrolled active infection
266,NCT02581215,12:28:chronic_disease,Ongoing or active infection
267,NCT02464878,38:54:chronic_disease,Subjects with laboratory evidence of active infection are excluded even in the absence of clinical evidence of active infection
268,NCT02419560,16:32:chronic_disease,Subject has an active infection
269,NCT02374333,14:30:chronic_disease,Uncontrolled active infection
270,NCT02320292,39:55:chronic_disease,Serious non-malignant disease such as active infection or other condition which in the opinion of the investigator would compromise other protocol objectives
271,NCT02291848,22:38:chronic_disease,Patients with severe active infection
272,NCT02272998,16:32:chronic_disease,Symptomatic or active infection
273,NCT02232516,12:28:chronic_disease,Ongoing or active infection
274,NCT02227199,1:17:chronic_disease,active infection
275,NCT02226159,1:17:chronic_disease,active infection
276,NCT02193191,12:28:chronic_disease,Ongoing or active infection
277,NCT02120222,14:30:chronic_disease,Uncontrolled active infection within one week prior to first dose
278,NCT02037048,37:53:chronic_disease,"Patients with a clinically apparent active infection will not be eligible (please note, an isolated elevation in the white blood cell count, by itself, does not constitute evidence of an infection)"
279,NCT02031250,15:31:chronic_disease,Patients with active infection
280,NCT01976585,15:31:chronic_disease,Patients with active infection
281,NCT01952730,14:30:chronic_disease,Uncontrolled active infection
282,NCT01919619,4:20:chronic_disease,No active infection
283,NCT01773707,9:25:chronic_disease,Have an active infection at time of randomization
284,NCT01037790,12:28:chronic_disease,ongoing or active infection
285,NCT00896493,14:30:chronic_disease,Uncontrolled active infection
286,NCT00412594,13:29:chronic_disease,Presence of active infection
287,NCT01802346,"1:16:cancer,65:92:treatment",Prostate cancer subjects may have received prior treatment with metronomic cyclophosphamide as this is considered anti-angiogenic/immunomodulatory and not cytotoxic
288,NCT01734512,"1:12:cancer,25:47:cancer","Astrocytoma, Low Grade (Fibrillary astrocytoma, WHO Grade 2) - 10065886"
289,NCT03003390,"11:42:treatment,54:64:treatment",required medical or surgical intervention to restore hemostasis
290,NCT02347111,"17:27:treatment,73:83:chronic_disease",Previous use of amiodarone other than short-term use (e.g. for an acute arrhythmia in hospital)
291,NCT02933034,12:22:chronic_disease,develop an arrhythmia prior to or during either of the exercise tests; SeeMore should not be administered
292,NCT02875301,14:24:chronic_disease,uncontrolled arrhythmia
293,NCT02793921,14:24:chronic_disease,uncontrolled arrhythmia
294,NCT02578641,14:24:chronic_disease,uncontrolled arrhythmia
295,NCT02421341,25:35:chronic_disease,No history of dangerous arrhythmia's
296,NCT02227199,14:24:chronic_disease,uncontrolled arrhythmia
297,NCT01850355,",69:79:chronic_disease","Clinically significant abnormalities on ECG (e.g., QT prolongation, arrhythmia)"
298,NCT01676259,10:20:chronic_disease,unstable arrhythmia
299,NCT01445821,28:38:chronic_disease,Untreated life-threatening arrhythmia
300,NCT00788164,13:23:chronic_disease,Symptomatic arrhythmia not controlled by medication
301,NCT00432094,1:11:chronic_disease,arrhythmia
302,NCT02085941,"36:51:cancer,60:70:cancer",must have histologically confirmed malignant tumor that is metastatic or unresectable and for which standard curative or palliative measures do not exist or are no longer effective
303,NCT02015390,35:50:cancer,Disseminated and/or nonresectable malignant tumor involving bone
304,NCT03121352,46:56:cancer,willing to undergo a preliminary biopsy of a metastatic focus for research purposes
305,NCT03109041,13:23:cancer,Patient has metastatic disease
306,NCT02496208,39:49:cancer,Histologically confirmed diagnosis of metastatic
307,NCT02166190,1:11:cancer,metastatic disease
308,NCT02143726,6:16:cancer,have metastatic disease or locally advanced unresectable disease
309,NCT02064673,26:36:cancer,no sign of lymph node or metastatic disease
310,NCT01954173,15:25:cancer,Patients with metastatic disease outside of the pelvis
311,NCT02754544,"14:29:treatment,108:141:cancer",undergoing a tumor resection at the University of Texas M. D. Anderson Cancer Center for a newly diagnosed primary or metastatic brain tumor located in or adjacent to motor brain areas
312,NCT02442297,19:34:treatment,Subjects having a tumor resection if medically feasible
313,NCT00924027,"1:21:cancer,64:76:treatment",gynecological cancer patients who may have received concurrent chemotherapy as a component of their treatment regimen
314,NCT03181126,",73:85:treatment",Refractory is defined as persistent disease after at least 2 courses of chemotherapy
315,NCT03153410,"33:45:treatment,",Must have received last dose of chemotherapy at least 14 days or longer prior to entry into the study
316,NCT03139227,",,47:59:treatment","Must be > 1 year from pregnancy, lactation or chemotherapy"
317,NCT03088709,",78:90:treatment",Less than twenty-one days have elapsed since the subject's last radiation or chemotherapy prior to conditioning
318,NCT03082612,42:54:treatment,Have completed surgery with no plans for chemotherapy
319,NCT03082612,46:58:treatment,Treatment plans to include weekly outpatient chemotherapy
320,NCT03051321,8:20:treatment,Active chemotherapy
321,NCT03011684,19:31:treatment,Has not yet begun chemotherapy
322,NCT02913430,29:41:treatment,More than one prior line of chemotherapy in the metastatic setting
323,NCT02912572,33:45:treatment,patients who have only received chemotherapy in the adjuvant setting
324,NCT02862938,19:31:treatment,Participant is on chemotherapy
325,NCT02793583,1:13:treatment,chemotherapy
326,NCT02774421,28:40:treatment,who have been treated with chemotherapy at time of recurrence
327,NCT02759146,12:24:treatment,Undergoing chemotherapy
328,NCT02758847,1:13:treatment,chemotherapy
329,NCT02658565,23:35:treatment,Patients who received chemotherapy directed at the present disease
330,NCT02639208,79:91:treatment,either in the context of standard treatment or a clinical trial and including chemotherapy
331,NCT02635360,1:13:treatment,chemotherapy
332,NCT02603757,29:41:treatment,Patients who do not undergo chemotherapy
333,NCT02589938,11:23:treatment,Receiving chemotherapy during study period
334,NCT02565498,9:21:treatment,Planned chemotherapy for (neo)adjuvant treatment
335,NCT02562716,",,,151:163:treatment",women/men of reproductive potential must have agreed to use an effective contraceptive method for up to 3 months after the final administered dose of chemotherapy
336,NCT02536794,23:35:treatment,Patients who have had chemotherapy
337,NCT02536794,",36:48:treatment",have received at least one line of chemotherapy in the metastatic setting
338,NCT02492867,37:49:treatment,Patients cannot tolerate concurrent chemotherapy
339,NCT02481765,66:78:treatment,"Intensive medical treatment means that the subject is undergoing chemotherapy for a hematologic/oncologic condition, is carrying a pacemaker or has been diagnosed with a cardiac anomaly which causes cardiac insufficiency not compensated with medications"
340,NCT02427841,",,,,156:168:treatment,,,","Women of child-bearing potential and men must be willing to use adequate contraception during the entire study and for 8 weeks following completion of all chemotherapy on study; this includes hormonal or barrier method, or abstinence"
341,NCT02416206,",43:55:treatment",Within 9 months of the start of induction chemotherapy and no evidence of relapse or progression
